departamento,provincia,municipio,localidad,recinto,mesa,inscritos_2019,inscritos_2020,cc_2019,fpv_2019,mts_2019,ucs_2019,mas_2019,x21f_2019,pdc_2019,mnr_2019,pan_2019,creemos_2020,mas_2020,fpv_2020,pan_2020,cc_2020
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Carlos Mayser,76070,225,220,90,1,0,0,36,33,13,4,2,75,50,0,3,50
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Carlos Mayser,76071,229,220,90,1,0,1,27,49,3,6,0,80,71,3,0,36
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Carlos Mayser,76072,228,220,92,2,0,1,43,35,13,5,1,75,66,5,0,38
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Carlos Mayser,76073,226,220,113,1,0,1,30,39,4,3,1,84,78,4,2,25
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76075,224,220,109,3,0,0,26,42,2,10,0,69,81,6,0,32
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76076,228,220,107,0,0,1,11,47,10,5,0,71,81,3,1,24
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76077,229,220,103,0,0,0,29,45,14,4,2,78,71,3,0,34
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76078,233,220,111,0,1,1,11,49,6,11,0,72,72,2,0,37
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76079,230,220,105,2,1,0,12,51,9,10,1,100,45,6,0,32
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76081,226,220,104,0,0,1,25,33,13,9,1,104,41,1,0,31
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76083,222,220,116,0,1,0,21,29,11,7,1,89,47,0,0,49
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76084,234,220,115,1,0,1,21,41,10,3,1,76,71,5,0,26
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76085,225,220,123,1,0,1,25,27,5,10,0,100,39,6,1,46
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76086,233,220,98,0,1,0,44,27,9,8,0,96,54,6,0,38
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76088,224,220,104,0,0,1,35,33,5,10,0,75,39,3,3,54
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76089,225,220,100,2,1,0,29,40,4,8,0,60,52,0,0,64
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76091,221,220,100,2,1,1,19,43,12,5,1,108,46,3,0,34
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76093,221,220,79,0,0,2,25,48,17,14,0,101,36,1,0,15
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76094,224,217,110,1,0,1,25,33,12,8,0,130,38,1,0,14
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76095,231,220,126,3,0,1,22,44,4,5,0,87,58,7,1,32
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76096,225,220,106,2,1,1,29,25,7,4,1,82,77,1,0,35
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76097,230,220,97,1,1,0,32,34,10,9,0,76,65,4,1,26
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76098,227,220,101,2,0,2,17,38,12,11,0,81,57,2,1,46
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Lic. Senoritas Monsenor Daniel Rive,76100,228,220,85,2,1,1,21,57,6,5,1,93,76,4,0,18
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76103,221,220,95,0,1,0,45,22,14,3,0,72,84,10,1,22
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76104,234,220,92,0,1,2,58,22,21,1,0,69,82,3,2,34
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76106,227,220,83,0,0,0,53,34,17,0,0,79,69,1,0,39
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76107,227,220,78,0,0,1,48,37,13,6,1,77,69,0,0,40
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76109,232,220,100,0,0,0,45,30,20,4,0,57,102,1,0,24
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76110,234,220,75,0,3,1,66,29,16,6,1,57,97,2,1,23
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76111,234,220,95,0,0,1,48,25,19,4,0,67,89,3,0,24
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76112,236,220,72,0,0,3,43,52,15,6,2,80,78,2,0,27
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76113,232,220,99,1,0,1,32,48,13,4,0,56,90,2,0,33
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76114,233,220,87,1,2,1,49,43,9,4,1,73,90,0,1,24
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76115,229,220,102,1,1,2,43,31,13,2,0,61,102,2,1,23
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76116,234,220,105,0,0,0,54,30,14,6,0,51,106,1,1,20
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76117,231,220,80,1,0,2,45,38,10,4,1,62,99,3,1,23
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76118,230,220,67,0,0,0,32,68,0,8,0,31,139,1,1,18
Santa Cruz,Velasco,San Ignacio,San Ignacio,Esc. Don Bosco,76119,212,220,74,3,1,0,59,24,8,7,0,29,136,4,0,21
Santa Cruz,Velasco,San Ignacio,El Carmen de Ruíz,Esc. El Carmen De Ruiz,76120,232,220,106,2,1,5,22,24,3,25,2,42,128,1,3,17
Santa Cruz,Velasco,San Ignacio,El Carmen de Ruíz,Esc. El Carmen De Ruiz,76121,225,220,86,2,4,5,16,35,2,25,2,69,86,3,0,28
Santa Cruz,Velasco,San Ignacio,Piso Firme,Esc. Central Piso Firme,76124,199,220,47,2,1,2,65,27,0,1,4,53,101,3,0,36
Santa Cruz,Velasco,San Ignacio,Espíritu,Esc. Nucleo Central Espiritu,76125,223,220,75,1,2,1,20,25,4,27,1,56,93,3,0,30
Santa Cruz,Velasco,San Ignacio,San José de Campamento,Esc. Campamento,76128,227,220,53,4,3,0,29,64,9,16,0,66,88,2,0,33
Santa Cruz,Velasco,San Ignacio,San José de Campamento,Esc. Campamento,76129,228,220,43,1,1,1,50,44,3,15,1,83,88,1,0,20
Santa Cruz,Velasco,San Ignacio,San Vicente,Esc. San Vicente,76131,228,220,61,1,1,2,67,28,2,10,1,17,139,3,2,28
Santa Cruz,Velasco,San Ignacio,Santa Ana (Velasco),Esc. Santa Ana,76134,220,220,120,3,0,0,11,15,5,11,1,53,84,2,0,24
Santa Cruz,Velasco,San Ignacio,Santa Ana (Velasco),Esc. Santa Ana,76135,224,220,143,0,1,3,13,12,1,15,2,77,83,2,0,29
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76137,235,220,57,2,1,0,92,24,13,2,2,60,96,1,0,25
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76138,226,220,34,1,2,1,105,17,3,7,0,74,65,4,1,33
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76139,234,220,51,4,1,0,79,16,7,2,0,76,85,0,0,28
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76140,228,220,38,4,0,1,85,24,17,4,1,45,102,3,0,36
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76141,232,220,42,1,1,0,92,28,14,9,0,33,134,1,0,27
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76142,231,220,38,2,1,1,96,34,4,7,0,77,80,2,0,35
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76143,232,220,42,0,1,0,87,37,10,1,0,71,75,4,0,33
Santa Cruz,Velasco,San Ignacio,Santa Rosa de Roca,Esc. Santa Rosa Roca,76144,231,220,33,1,1,3,103,21,4,9,0,62,91,1,0,22
Santa Cruz,Velasco,San Ignacio,San Martín de la Colonia,Esc. San Martin,76146,236,220,5,0,0,0,187,4,16,1,1,72,92,4,1,31
Santa Cruz,Velasco,San Ignacio,San Martín de la Colonia,Esc. San Martin,76147,233,220,1,0,1,0,188,3,17,0,1,69,86,3,0,29
Santa Cruz,Velasco,San Ignacio,San Martín de la Colonia,Esc. San Martin,76148,230,220,9,0,0,0,174,2,15,2,1,60,87,2,0,36
Santa Cruz,Velasco,San Ignacio,San Martín de la Colonia,Esc. San Martin,76149,234,220,6,0,0,0,188,2,9,0,0,36,124,3,0,26
Santa Cruz,Velasco,San Ignacio,San Martín de la Colonia,Esc. San Martin,76150,225,220,6,0,0,0,183,2,10,0,1,90,54,4,2,42
Santa Cruz,Velasco,San Ignacio,La Estrella,Esc. U.E. La Estrella,76152,233,220,9,0,0,0,183,6,10,2,1,52,110,5,0,26
Santa Cruz,Velasco,San Ignacio,La Estrella,Esc. U.E. La Estrella,76153,236,220,8,1,1,1,166,11,4,4,2,56,97,4,0,35
Santa Cruz,Velasco,San Ignacio,Chirimoya-Tierra Hermosa,15 de Agosto,76160,204,220,6,0,1,0,174,0,6,0,0,22,106,2,0,22
Santa Cruz,Velasco,San Ignacio,Tierra Firme,U.E. Tierra Firme,76161,236,220,7,0,1,1,189,1,6,1,0,26,138,2,0,11
Santa Cruz,Velasco,San Ignacio,San Antonio de Santa Rosa,U.E. Celedonio Cortezon,76165,235,220,108,0,0,3,9,25,1,62,0,45,110,2,0,35
Santa Cruz,Velasco,San Ignacio,San Javierito,U.E. San Javierito,76173,236,220,23,3,1,1,41,97,5,14,3,75,81,3,0,24
Santa Cruz,Velasco,San Ignacio,San Javierito,U.E. San Javierito,76174,221,220,28,5,3,1,35,64,9,20,4,82,67,1,0,38
Santa Cruz,Velasco,San Ignacio,Valle Hermoso,U. E. Tupac Katari,76180,238,220,10,0,1,0,203,2,6,0,1,62,100,2,1,20
Santa Cruz,Velasco,San Ignacio,Comunidad Campesina Agroecológica Tierra Hermosa,U.E.Tierra Hermosa,76182,203,220,0,0,0,0,186,0,3,3,0,69,105,3,0,24
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76183,232,220,75,0,0,1,103,15,3,1,1,80,85,2,1,25
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76184,230,220,80,1,1,1,83,8,3,2,0,82,86,2,0,24
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76186,231,220,51,0,2,2,113,5,3,4,0,85,71,1,0,35
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76187,230,220,66,2,1,0,105,21,2,1,0,63,99,1,1,16
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76188,227,220,47,2,0,0,102,13,3,4,0,56,96,4,1,29
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76189,231,220,43,3,1,0,124,11,4,0,0,59,87,3,1,28
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76190,234,220,71,2,3,2,89,11,2,3,0,47,65,0,0,15
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76191,227,220,78,0,2,0,85,10,5,1,1,59,73,2,0,35
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Belisario Santisteban,76192,236,220,53,0,2,1,121,11,0,1,0,60,61,1,0,36
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76193,237,220,84,1,1,1,88,11,2,1,2,56,65,3,0,26
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76195,217,220,126,1,1,0,43,11,3,1,0,63,95,1,0,36
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76196,229,220,120,2,0,2,59,12,4,0,0,58,88,4,0,36
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76197,229,220,97,1,0,0,71,7,6,2,0,24,87,4,0,18
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76198,229,220,84,2,1,2,93,12,1,1,1,68,93,5,3,29
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76199,228,220,85,0,0,0,93,14,2,1,1,60,115,3,0,24
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76200,217,220,67,0,1,1,104,14,3,0,0,61,96,3,1,28
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76201,228,220,64,0,2,0,108,20,4,2,0,58,70,2,0,32
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76202,225,220,69,1,1,1,92,10,6,1,1,62,93,2,0,28
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76203,221,220,93,0,0,1,71,11,2,1,0,76,77,3,1,29
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76204,223,220,97,0,0,0,65,9,4,1,0,88,73,4,0,29
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76205,225,220,81,1,0,2,80,14,3,3,2,74,68,5,1,36
Santa Cruz,Velasco,San Miguel,San Miguel,Esc. Jose J.Dorado,76206,155,166,53,1,0,0,60,7,5,2,1,54,65,4,0,17
Santa Cruz,Velasco,San Miguel,San Juan del Lomerío,Esc. Monseñor Bonifacio,76207,236,220,63,2,0,1,79,20,4,1,4,45,111,3,0,27
Santa Cruz,Velasco,San Miguel,San Juan del Lomerío,Esc. Monseñor Bonifacio,76208,229,220,32,0,0,0,97,20,4,2,1,62,90,9,0,30
Santa Cruz,Velasco,San Miguel,San Pedro de Sapoco,U.E. Sapoco,76214,235,220,46,0,0,2,148,5,10,1,0,45,99,4,0,34
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76218,233,220,90,0,0,0,63,22,4,2,1,49,108,2,0,24
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76219,234,220,78,0,1,4,43,43,6,3,1,36,125,3,2,22
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76220,232,220,99,1,1,0,53,26,3,0,0,23,138,4,2,27
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76221,233,220,129,1,0,0,40,14,1,1,1,57,105,1,0,18
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76222,228,220,90,0,0,1,52,28,5,6,0,54,99,5,1,36
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76223,229,220,113,0,1,0,39,28,2,5,0,71,93,4,0,20
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76224,233,220,81,2,0,0,66,31,8,2,1,40,122,4,0,24
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76225,235,220,114,1,2,0,30,38,4,3,0,61,103,3,1,23
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76226,230,220,90,0,0,0,39,34,7,5,1,62,99,3,1,30
Santa Cruz,Velasco,San Rafael,San Rafael,Esc. Godofredo Trenker,76227,233,220,112,0,0,0,57,22,3,2,1,64,108,1,1,23
Santa Cruz,Velasco,San Rafael,Miraflores II,Esc. Miraflores II,76231,235,220,52,1,1,1,121,9,11,4,2,43,112,6,0,23
Santa Cruz,Velasco,San Rafael,Miraflores II,Esc. Miraflores II,76232,238,220,44,0,0,0,129,5,17,1,2,36,108,8,1,30
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76234,230,220,60,0,0,4,71,23,22,1,0,61,107,5,0,20
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76235,228,220,74,0,0,1,69,25,13,0,0,65,87,9,0,31
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76236,225,220,53,1,0,0,80,38,11,1,1,55,109,2,3,19
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76237,228,220,68,0,1,0,63,40,9,4,0,61,99,5,0,32
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76239,228,220,52,0,1,1,77,29,18,2,0,84,83,2,1,25
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76240,222,220,61,0,0,0,59,31,27,1,0,58,99,3,0,25
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76241,227,220,60,0,1,0,76,29,14,1,0,56,102,0,0,24
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76242,231,220,58,1,0,0,85,26,15,2,0,63,102,4,0,14
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76243,225,220,77,0,0,1,58,35,13,2,0,64,92,1,1,35
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Mariano Saucedo Sevilla,76244,219,220,72,1,0,0,70,32,15,1,0,57,92,4,0,36
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76246,219,220,46,0,0,1,71,36,9,4,0,70,77,4,1,34
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76247,214,220,64,0,1,0,72,32,13,0,0,67,83,4,0,38
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76248,223,220,35,0,0,0,90,36,11,1,1,65,85,4,0,26
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76249,224,220,62,2,0,0,77,36,7,1,1,68,93,3,0,26
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76251,222,220,43,0,3,1,98,25,18,0,0,74,89,5,0,26
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76252,219,220,57,1,0,0,80,22,9,1,0,41,103,4,0,34
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76253,215,220,36,0,0,0,88,27,14,0,0,51,105,2,0,35
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76254,221,220,61,0,0,1,71,26,8,7,0,75,81,2,1,26
Santa Cruz,Ichilo,Buena Vista,Buena Vista,Esc. Ovidio Suarez,76255,218,220,58,1,0,0,71,30,11,2,0,58,89,4,0,30
Santa Cruz,Ichilo,Buena Vista,Huaitú,Esc. Eduardo Abaroa,76257,223,220,16,0,1,2,149,9,10,0,0,78,86,1,0,29
Santa Cruz,Ichilo,Buena Vista,Huaitú,Esc. Eduardo Abaroa,76258,226,208,20,3,0,0,142,13,15,1,0,43,105,4,0,29
Santa Cruz,Ichilo,Buena Vista,Huaitú,Esc. Eduardo Abaroa,76259,228,220,19,2,1,1,140,5,18,1,0,72,81,3,0,33
Santa Cruz,Ichilo,Buena Vista,San Isidro,Esc. U.E. San Isidro,76262,221,220,95,0,0,1,17,48,1,6,0,62,106,2,0,20
Santa Cruz,Ichilo,Buena Vista,San Miguél (Ichilo),Esc. U.E. Lucio  Perez,76264,222,220,73,2,0,1,32,71,5,3,1,39,113,4,0,32
Santa Cruz,Ichilo,Buena Vista,Palacios,Esc. U.E. Santo Esposorio,76267,216,220,78,2,1,1,30,58,7,1,0,49,102,2,1,26
Santa Cruz,Ichilo,Buena Vista,Villa Diego,Esc. Adhemar Ortiz,76268,232,220,24,1,0,1,147,24,6,0,0,60,92,8,0,27
Santa Cruz,Ichilo,Buena Vista,Caranda,Esc. U.E. Caranda,76270,220,220,38,1,0,2,97,37,12,2,1,63,93,6,0,33
Santa Cruz,Ichilo,Buena Vista,Caranda,Esc. U.E. Caranda,76271,220,220,41,2,1,2,96,42,10,0,1,51,102,1,1,22
Santa Cruz,Ichilo,Buena Vista,Caranda,Esc. U.E. Caranda,76272,224,220,20,0,2,1,65,43,3,0,0,40,127,1,1,19
Santa Cruz,Ichilo,Buena Vista,Espejitos,Esc. U.E. Pedro Domingo Murillo,76275,224,220,6,0,1,1,177,5,7,0,0,68,98,3,0,26
Santa Cruz,Ichilo,Buena Vista,Arboleda,U.E. 6 de Agosto,76277,232,220,87,1,1,3,39,46,12,4,1,50,118,5,1,18
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76280,221,220,89,0,2,0,46,30,6,6,0,55,116,3,1,22
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76281,225,220,86,0,0,0,46,28,14,3,0,56,99,3,0,24
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76282,227,220,90,0,1,1,60,25,7,4,0,70,106,1,0,21
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76283,224,220,61,0,1,0,91,23,4,3,1,43,127,4,1,16
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76284,226,220,87,0,0,0,66,26,12,1,1,71,77,4,0,45
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76285,220,220,71,0,2,0,74,17,13,3,1,57,93,6,3,31
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76286,225,220,88,0,0,0,55,21,16,2,0,45,95,2,0,40
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76287,228,220,54,0,0,0,99,21,19,3,0,55,107,3,1,32
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76288,220,220,101,0,0,1,29,41,7,2,0,67,92,3,0,30
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76289,229,220,113,2,0,0,44,27,8,0,0,58,90,1,0,28
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76290,230,220,62,0,1,0,91,28,10,1,0,72,90,5,1,28
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76291,216,220,63,1,0,0,65,27,17,2,0,51,106,3,0,24
Santa Cruz,Ichilo,San Carlos,San Carlos,Esc. Central San Carlos,76293,216,220,102,1,0,1,34,25,15,2,0,14,157,3,0,8
Santa Cruz,Ichilo,San Carlos,Buen Retiro,Esc. U.E. Popular Don Bosco,76296,230,220,77,1,1,1,68,40,3,3,1,32,144,1,0,21
Santa Cruz,Ichilo,San Carlos,Buen Retiro,Esc. U.E. Popular Don Bosco,76297,226,220,68,1,0,2,68,38,4,3,0,27,138,4,0,19
Santa Cruz,Ichilo,San Carlos,Buen Retiro,Esc. U.E. Popular Don Bosco,76298,225,220,75,1,1,1,62,32,5,2,1,37,142,0,0,13
Santa Cruz,Ichilo,San Carlos,Buen Retiro,Esc. U.E. Popular Don Bosco,76299,223,220,74,0,1,1,57,41,6,4,0,31,138,2,0,15
Santa Cruz,Ichilo,San Carlos,Buen Retiro,Esc. U.E. Popular Don Bosco,76300,222,220,80,1,0,2,60,22,5,3,0,33,142,3,0,18
Santa Cruz,Ichilo,San Carlos,Colonia Antofagasta,Esc. Nucleo Central,76302,220,220,4,1,1,0,164,8,9,1,1,29,147,3,0,13
Santa Cruz,Ichilo,San Carlos,Colonia Antofagasta,Esc. Nucleo Central,76303,222,220,13,0,0,0,150,12,20,1,0,43,118,4,1,15
Santa Cruz,Ichilo,San Carlos,Colonia Antofagasta,Esc. Nucleo Central,76304,223,220,10,1,0,1,156,6,14,3,0,31,148,2,1,9
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76306,228,225,45,1,2,0,111,16,18,0,1,51,96,2,1,34
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76307,231,220,74,1,0,1,70,10,25,1,0,105,35,5,2,34
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76309,230,220,28,0,1,0,121,15,28,0,0,90,30,4,1,46
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76310,228,220,44,0,0,0,116,13,18,0,1,103,37,2,1,45
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76311,227,220,21,0,2,0,124,15,19,0,0,105,34,3,0,41
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76312,225,220,22,1,2,1,135,4,27,0,2,97,46,3,0,37
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76313,224,220,51,1,0,0,88,18,23,1,1,104,23,3,1,53
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76315,224,220,48,0,3,0,93,17,22,0,0,90,50,2,1,41
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76316,225,220,53,1,1,0,90,19,16,1,1,95,54,0,1,40
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76317,225,220,32,0,0,1,122,20,23,0,0,94,51,2,1,21
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76318,226,220,61,1,0,0,92,16,23,0,0,82,59,4,1,37
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76319,234,220,36,1,1,0,121,8,20,1,0,87,64,3,0,35
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76320,231,220,30,0,2,0,143,12,20,0,0,72,86,1,0,20
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76321,232,220,45,1,0,0,98,22,26,1,0,103,45,0,0,34
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76322,222,220,39,1,0,1,92,10,25,0,0,109,29,2,0,29
Santa Cruz,Ichilo,San Carlos,Santa Fé de Yapacaní,Esc. Fiscal De Ninos Santa Fe,76323,224,220,33,0,3,0,106,11,29,2,0,89,63,3,1,26
